hotel_name,rating,title,content
Metro Points Hotel-Washington North,4,"Good hotel, nothing nearby","The hotel was good. Clean rooms and friendly staff, unfortunately, there is nothing to do in the immediate area. It is close to the Metro station but other than that, there were not a lot of choices within walking distance for shopping, restaurants, etc."
Metro Points Hotel-Washington North,5,Great hotel close to the Washington Beltway,"Everyone was very friendly. The breakfast is outstanding! This is where our family always stays whenever we are in the Washington, D. C. area."
Metro Points Hotel-Washington North,4,Football,"Convient to highway , food, Resturants and fed X field"
Metro Points Hotel-Washington North,5,Quick getaway,The facility is nice and has a great lobby and bar for happy hour events. Enjoyed my stay which was nice and quiet. The renovated rooms were very comfortable.
Metro Points Hotel-Washington North,4,Good experience overall,"Most probably I would give it a excellent review if it was not for the service obtained on Saturday. Sam (shuttle driver), Ester, Ana (Bar attendants) and front desk personnel for Thursday and Friday gave us a 5 star service. Everything went down to the drain Saturday afternoon had to wait for over an hour at the train station driver and front desk attendant blamed each other. I put it behind and most definitely I would stay again good breakfast, good service overall, location, rooms are kept clean."
Metro Points Hotel-Washington North,3,"Metro Points in New Carrollton, MD","Given the location of the hotel, it wasn't a bad stay. I know the name on the outside has changed a few times but the interior hasn't changed much at all.. The over night desk clerk mumbles when he speaks making my late night check-in that much more agonising. The maintenance housekeeping crew were overly polite and courteous, loved it. The front desk clerk and manager both over night and day shifts need to take a page from their fellow employees book on manners."
Metro Points Hotel-Washington North,2,Pictures do not tell the truth,"When I looked at the pictures , I thought that I have an excellent deal at hand but it turned out to be a total let down ...This hotel is not even worth comparing to a MOTEL6 or SUPER8 . It is run down and shabby . Will not stay here ever."
Metro Points Hotel-Washington North,5,D. C. area hotel,Only complaint was the room got very hot during the night because the thermostat was not working properly. Have stayed at this location before and did not have any problem with heating or cooling.
Metro Points Hotel-Washington North,4,Nice hotel. Right by the belt way. Close to D.C.,I enjoyed it. Breakfast is great although you did not have oatmeal that morning which I always love so that was not pleasant for me for breakfast. Please always have oatmeal.
Metro Points Hotel-Washington North,3,"Nice Remodeling Work, but Noisy","This hotel was a good value. The rooms are clean and comfortable and mine was newly upgraded. The hotel staff was courteous and helpful. The only real issue is the noise...constant hammering that seemed as though it was in the room next to me. Also, the hot water in my bathroom did not function, so I ended up taking a cold shower. Needless to say, the noise and lack of hot water made for a disappointing stay from the standpoint of comfort. Still, a good value with easy parking and not too far from either DC or Baltimore if you are visiting."
Metro Points Hotel-Washington North,4,No consideration for late arrivals,"The bathtub had scratches on it that shows black rust. The breakfast ends too early (9:00 a.m.), so if you are coming from a wedding party at 2:30 a.m. you can't sleep enough because you have to rush to have b-fast, and if you have kids you are for sure to miss it! Yet, rooms are spacious, TV is new, internet connection is good, and so is the location. Except from B-fast time and tub condition, I liked it."
Metro Points Hotel-Washington North,2,I was not happy with my room at all,"The bed was broken , there was no hot water nd when I Asked for another room they said no"
Metro Points Hotel-Washington North,3,Four day stay,"Booked through online site and they got my name wrong over the phone but that wasn't the hotels fault. It wasn't the worst place I have stayed at all. A few problems though. The internet did not work in the room or the lobby on any of our devices, ipod, ipad, laptop, nothing. Did use the computer in the business center. They advertise a breakfast buffet in the lounge but it wasn't represented well with that title. Consisted of eggs, waffle (premade), cereal, toast so I was a little disappointed. The shuttle picked us up at the Metro 15 minutes late after I called twice. Otherwise, the staff was friendly and the room was clean."
Metro Points Hotel-Washington North,1,unfriendly front desk ruins everything,very lousy front desk
Metro Points Hotel-Washington North,5,Recomendado 100,Es un excelente Hotel. Las habitaciones son muy bonitas y el desayuno es muy bueno. Desde la estacion del metro en New Carrollton (a menos de 4 minutos del hotel en carro) nos tardamos menos de 25 minutos en llegar a la estacion del metro Smithsonian. Recomendado 100!!!!n
Metro Points Hotel-Washington North,1,Nasty Ants!!!,I was very uncomfortable after seeing ants in my room and the tub acrylic was chipping away... This stay was not sanitary!!! We moved to another room but my comfort level was gone!!! I just felt dirty!!! I expected a better stay for the price I paid.
Metro Points Hotel-Washington North,4,Convienent access to interstate..,"Served it's purpose... room is clean and comfortable, bathroom has very limited spaces.."
Metro Points Hotel-Washington North,4,Great deal,"My boyfriend and I stayed at this hotel for one night for the Cherry Blossom Festival in Washington this past weekend. It was more than adequate for being a place to spend the night. We liked that the room and bathroom were spacious. The location was ideal for someone who drove to the area. I believe the hotel also has a shuttle to the nearby metro station. It is a 15-20 minute drive to Washington in regular, non-congested traffic. The breakfast buffet was standard but I would really expect much for the price we paid. I like that they have their own parking lot and they are just down the street from numerous fast food establishments and a supermarket. The gentleman at the reception desk was a bit short with us and another couple who were checking in before is but nothing that is worth complaining about. Overall I would recommend this hotel as it is a good bargain and is close to highway access and public transportation."
Metro Points Hotel-Washington North,5,Just one dreamless sleep night!,Location is great for all budget shoppers and easy access to interstates highway. Breakfast was awesome!!
Metro Points Hotel-Washington North,2,Four Points,"There was a free breakfast buffet, but the hotel did not let us know the hours of it. When we showed up at 9:32, they said it closed at 9:30. We reserved a king sized bed and got a room with two doubles. They told us we were not guaranteed the bed choice that we wanted. There is no restaurant, lounge or bar as it says on the website. The shuttle was good to use and runs pretty much every 30 minutes up to 4:30 ish. If you need to return to the hotel after 10:10 when the shuttle stops, take a taxi. The cost was 7.50 and it was worth it. The nearest metro station is too far from D.C. Next time I will stay at the Virginian Suites in Arlington again."
Metro Points Hotel-Washington North,4,Quick getaway away from the kids,"20 Extra charge for King bed, 10 charge for a microwave in the room, but couldn't put it in because maintenance wasn't on site. The room was decent and clean. The staff was friendly enough. Another guest with body odor permeated the lobby with her essence and it was quickly addressed. Location is very convenient and the price was reasonable. We missed breakfast, so I cannot provide feedback on that."
Metro Points Hotel-Washington North,5,Ottima alternativa per visitare Washington,L'hotel e a 20 minuti da Washington ma si raggiunge facilmente grazie ad una superstrada e il prezzo e molto conveniente rispetto alle grandi catene presenti in citta.
Metro Points Hotel-Washington North,5,Great Staff Good Price,"I needed a clean comfortable room at the last minute due to my being called back to work at the last minute, and The Metro Points fit the bill. Special Thanks to Lavere (front desk) for his professionalism kindness."
Metro Points Hotel-Washington North,3,"Convenient for the game, a few things to improve","Heater was blowing cool air in morning. Some things in the room seemed shoddy or unfinished like sprinkler, wall around the light switch, and when you first enter one of the lightswitches that I believe was meant to turn on the lamps did nothing. Also we were only there one nite but in that time our room keys both got deactivated. We were very pleased with complimentary breakfast offerings except that there was cream cheese but no bagels and the type of milks were not labeled."
Metro Points Hotel-Washington North,3,Ripped Off on ROOM PRICE,"We paid for a 150.00 room but put in a room which is 75.00. I checked the rooms because my sister stayed in the 75.00 room which is exactly the same as ours. We were ripped off. The two beds in room are very small, my husband and I couldn't sleep on the same bed. One of us slept on the couch which was uncomfortable too. No more!!!"
Metro Points Hotel-Washington North,1,Don't be fooled,"The best part of the stay at Metro Points besides check out was the staff. I commend them for working in such deplorable conditions. I was extremely disappointed. From the outside, peering through the window, the hotel is beautiful. When I entered I was met by stained carpet and dirty walls. Although check in was easy (Kudos to Mr. Davis) who worked hard to accommodate me. However, he could not fix the peeling paint, the spotty drapes, the snowy picture, the no wifi the entire time I was there, the sink with no running water and the tub with no knobs. This hotel has the potential to be very good. Management cannot be oblivious to all the defects. Management needs to get it together. It's the little things that keep customers or drive them away. I drove away with no intention of ever returning."
Metro Points Hotel-Washington North,5,unforgettable,Fanatic
Metro Points Hotel-Washington North,3,"Good hotel, but not so crazy about the area","Pros: - Clean and comfortable - Good housekeeping - Fast and free Wi-Fi - Great complementary English-style breakfast with lots of hot food such as sausages, pancakes, eggs, English muffins, etc. - Next door to a supermarket Cons: - Commute to Washington by car can be a nightmare during morning rush hours (took more than an hour to get there even though it was only about 20km) - Location a little ghetto with non-guests hanging around the hotel front door and lobby"
Metro Points Hotel-Washington North,3,"Metro Point of Washington in Wash., DC area","The suite was nice and roomy, however the carpet in the whole hotel was dirty but staff was cleaning the hall carpet before my departure. The shower door was off track and the sink in the kitchen stopped up but staff remedied the problem. The hotel was in a very good location and is accessible to metro and the highway."
Metro Points Hotel-Washington North,3,close to my event and rates were very reasonable.,The stay was pleasant but some of the staff did not seem to be knowledgable about the hotel's policies and billing. Only one person was really helpful.
Metro Points Hotel-Washington North,4,todo bien,"Es un buen hotel. Ubicado muy cerca del metro y con servicio de transporte a la estacion gratis cada 30 minutos. El personal muy amable, en especial DANNY Y SAN, quienes son la salvacion de los que solo hablamos espanol. Las habitaciones muy buenas, aunque no lujosas, pero si por encima de las basicas de otros hoteles. al centro son 10 estaciones, no hay pierde pues es la ultima parada de una linea corta. aprox. 40 minutos. el desayuno bueno. En general volveria sin pensarlo y lo recomiendo. No te hacen ningun cargo extra.Si llegas despues de las 10:30 puedes tomar taxi muy facilmente, siempre hay 10 o 20 afuera y te cobran aprox. 10 dolares. A diferencia de otros hoteles un poco mas lujosos se caracterizan por ser muy amables y comprensivos. al frente hay toda clase de restaurantes, supermercados y algunos comercios"
Metro Points Hotel-Washington North,4,Comodo pero lejos del centro,"El hotel en general de muy buena calidad y a buen precio. Solo que un poco alejado del centro y lugares de interes, pero muy recomendable para caminar y conocer un poco mas de la ciudad."
Metro Points Hotel-Washington North,4,Great Hotel,"Hotel looked very nice and modern, rooms are very comfortable and have refrigerators which was great for us to store drinks. Room was very clean and the ammenities were plenty. Only thing is that rooms have LCD's but no HDTV cable, so quality of image was not what it's supposed to be. Check-in/out was very prompt and efficient. Will definitely stay at this hotel again if in DC area."
Metro Points Hotel-Washington North,3,Everything OK,"The main lobby and dining areas were clean. The room was musty and damp. The floor on one side of the bed was damp and sticky. Breakfast was alright - no healthy options, but it was fine."
Metro Points Hotel-Washington North,4,"A good deal, not to be passed up.","My extended weekend stay at this hotel was very enjoyable. I have no complaints. I would strongly advise, though, that guests make use of the shuttle service to and from the subway station. However, the immediate environs of the hotel are quite pleasing. There is an international supermarket in the plaza across the street. Quite a convenience."
Metro Points Hotel-Washington North,5,Great stay,Check in was speedy. Everything was clean. Room was comfy. The breakfast was a little average but overall everything was fine.
Metro Points Hotel-Washington North,2,Not good as expected,"Wants to charge extra for everything. Micro wave, Refrigirator and glass of water. Have to wait 15 minutes to get hot water. Also another 15 minutes to bath tub water to drain. We book all most 25 rooms all the same story with bath tub."
Metro Points Hotel-Washington North,4,good choice!,This hotel has a very good relation betwen price and value.
Metro Points Hotel-Washington North,5,Great hotel,There for a week and every day every staff member was very helpfull. They have a shuttle to the metro station and the drivers were very nice. They even gave us their cell to call them so we won't have to wait. The cleaning crew was always helful and friendy. The room was super and the beds were really good. Breakfast was good and you have the convenience of a 7eleven across the street to pack some water and snacks for the day. For shure we'll be back to this great hotel. THANK YOU!
Metro Points Hotel-Washington North,4,"Nice place, but breakfast is so-so.","I like this place, even though it is a 30-minute commute to my work location, but the shuttle to Metro is convenient. This time one of the elevators was out of service with a note that it would be fixed the Monday of my arrival, but it was still out of commission when I left. The only drawback is the breakfast. One day, they added some sausage patties to the steamer table and it was actually cold--not even room temperature. It should have been heated first, because it appeared to be leftover from another day (and not just 1 day ago because the day before they had links, not patties). The last day, there wasn't even really meat. They had eggs, potatoes and grits along with corned beef hash, which is more of a potato entree--not a meat entree. For someone like myself, who doesn't eat potatoes, there was essentially no meat. Hopefully in the future, there will be plain meat--either bacon or sausage. I would not hesitate to come back here in the future."
Metro Points Hotel-Washington North,5,Great location and excellent hotel,We were a famaily of 4. Great hotel. The lobby and the room were top class. Almost like a luxury hotel. Breakfast was included in the price. Excellent breakfast. Very happy to choose this one. Will come back next time.
Metro Points Hotel-Washington North,4,"Clean, attractive, friendly and small","The room looked like it was recently redone, it and the lobby were very attractive. But be aware that the closet rod (really a cabinet) was one foot long and there was not a single drawer for clothes. This would be a nice, reasonably priced room for one night. Shuttle service was great, breakfast hot but unremarkable."
Metro Points Hotel-Washington North,5,Estadia en Washington,"Excelente hotel buena atencion y la ubicacion buena , lo unico que falta para que sea completo el hotel es que tenga una nevera ejecutiva. Del resto excelente ."
Metro Points Hotel-Washington North,3,not bad,easy to washington
Metro Points Hotel-Washington North,4,Visitor to DC first time,"Fair price for location...clean, new looking. I'll do it again...great free breakfast"
Metro Points Hotel-Washington North,4,Best hotel in New Carrollton,"I was there for a week and my stay was very comfortable. The sheets are very soft and clean, the pillows were really plushie and the room was very clean. As a woman traveling alone, I felt safe inside the Hotel. The continental breakfast was very good but could have offered fruit."
Metro Points Hotel-Washington North,3,poor,"To noisey, other guest were to loud kids running up and down hallways. After coming back to room from being out all day room smelt like weed, coming from room next door. Room above the bathroom when guest would take showers you can hear the water dropping on our ceiling causing a large water stain on ceiling. To expensive for that stay with all problems."
Metro Points Hotel-Washington North,3,Hot water problems,"Not only did the shower for my room not have hot water (so they gave me another room but still it was inconvenient when I was rushing to catch a train), but the new room they assigned me to had extremely hot water running in the toilet! (I could tell by the steam and intense heat coming from the toilet after flushing). The hotel definitely has been very well refurbished and the condition of everything is of high quality, EXCEPT that it doesn't seem they've worked out all of their plumbing details yet."
Metro Points Hotel-Washington North,4,Adequate,"Hotel was worth the price. Some false advertising, like complimentary bottled water and newspaper. Front desk can use a little customer relations training."
Metro Points Hotel-Washington North,4,"Metro Points Hotel - New Carollton, MD","Nice, clean rooms, safe - ( they had a night guard on every floor ), friendly helpful staff, good service, efficient shuttle to metro station. The surrounding neighborhood was OK, but not an area you'd want to spend time in. The commute to DC via car and metro was not bad, but a bit longer than I would have liked. The hotel was right off the exit."
Metro Points Hotel-Washington North,3,Modestly priced hotel,The hotel was just okay. They are under construction and the location has quite a bit of road noise. The room I was in had and older bed and the bathroom could have used some updating. One good thing was the bathroom was clean.
Metro Points Hotel-Washington North,2,Disappointing,"Very tired hotel. Floors were cement hard, covered with a thin rug - no pad underneath."
Metro Points Hotel-Washington North,3,"Nice Hotel, Good Price","My experience was good, the staff was helpful, professional, and happy to help. The hotel is old though, the hotel has done a nice job on keeping it up but the rooms really show their age."
Metro Points Hotel-Washington North,2,Not bad hotel,The internet was broke for one night The staff were not helpful and almost rude The toilet also borke Totally not good experience
Metro Points Hotel-Washington North,4,Issue with Shuttle to Hotel,"After arriving at the train stop having taken the train from the Baltimore airport, I called the hotel for the shuttle to pick me up. There was no signage for where the pickup was to meet the shuttle. Unfortunately, I didn't listen carefully to the description of where the pick up would be, so I assumed it was on the opposite side of the train tracks, and I missed it. Moral of the story: don't assume you know where the shuttle bus will pick you up. After that, The shuttle worked very well. In the room, the bathroom smelled funky and the air conditioning unit was noisy. The breakfast was very good, and the staff was friendly."
Metro Points Hotel-Washington North,5,good hotel will stay again at property,The hotel was clean and the imenities met my needs.
Metro Points Hotel-Washington North,4,Excellent choice,"Good breakfast, clean rooms. Potentially a dodgy neighborhood"
Metro Points Hotel-Washington North,2,no recomendable,no hubo agua caliente ninguna de las 3 noches que nos hospedamos. Nos quejamos reiteradamente con el gerente y no brindo ninguna solucion.
Metro Points Hotel-Washington North,4,Awesome place to relax while on vacation in DC,This was in a good location not far from DC. Staff was extremely friendly and efficient. Inside of hotel was nice and breakfast was great.
Metro Points Hotel-Washington North,4,Renovations,"It seems like the hotel is still undergoing renovations and that everything is not quite finished yet. However, I think it will be nice once finished. They do have more modern furnishings in the room like plasma tv, and computer hookups."
Metro Points Hotel-Washington North,4,Buen hotel a un excelente precio,El hotel estuvo muy bien.La habitacion espaciosa y muy limpia. Tienen servicio de shuttle que te deja en la estacion de metro de new carrollton.
Metro Points Hotel-Washington North,1,Terrible,"This place is a dump. The rooms are not clean. The beds are smaller than a normal double bed. The sheets and blankets have cigarette burns in them. The mattress in my room had been torn open with the springs exposed. The rooms all have terrible perfume smell. Only a few channels on the TV work, some don't have sound. The ice machine was full of mold. The overall area that the hotel is in a bad place. When the police are constantly outside in the parking lot it's a sign not to stay there."
Metro Points Hotel-Washington North,2,Not that great,"The lobby was very nice, but that was about it. the room was not at all what you would expect from the description. I had to deodorize the room due to a strange odor, it wasn't horrible but unpleasant. The bed was not comfortable, but was semi-clean other than a well worn sheet. The AC did work very well and the the TV was a recent upgrade, too bad the hotel only had 5 channels to choose from. Overall, I was disappointed with the room and I am thankful I only stayed a single night. I would not stay there again and probably would not stay in a hotel in the surrounding area either."
Metro Points Hotel-Washington North,5,Very nice experience,"The staff was very professional and helpful. The room's are very modern and clean. I was very please with the complimentary continental breakfast of eggs, fruit orange juice french toast and waffles and coffee. I would highly recommend this establishment."
Metro Points Hotel-Washington North,2,Do not stay here,"In addition to having to ask to be moved three times after seeing the initial condition of the room I was assigned (something I have never done in nearly 100 hotels I have stayed at), they carpet was so dirty I refused to take off my socks, the nightstand had a sticky substance on the surface and in the drawers, the furniture was old, worn and dirty, the staff was not terribly helpful and the neighborhood is in an economically depressed area and I did not feel completely safe at night being a single woman travelling alone. There are multiple signs in the parking lot warning that the hotel is not responsible for any damage or theft and I was worried about my car being broken into. Only pros- just off the highway and one of the nicest hotel gyms I've ever seen. Even so, I will NEVER stay here again! If I hadn't already paid in advance through hotels.com, I would have left immediately."
Metro Points Hotel-Washington North,1,Nasty,The worst experience in my life please never go close to tis hotel ughhhhh nasty rooms smells bad
Metro Points Hotel-Washington North,2,Metro Points Washington DC,"If I knew how far away and the sketchy neighborhood this hotel was, I never would have stayed there. There is nothing but fast food in the area and walking after dark is questionable. The room smelled of cleaning chemicals, the wireless service was weak, and maintenance did not come when called. No hairdryer - had to call the desk for one. Toilet paper holder falling off wall. They did a good job making this hotel look good in the pictures, but it was run-down. The van did come when they said it would, but be prepared to wait a long half-hour if you miss it."
Metro Points Hotel-Washington North,5,Nice hotel,"It was wondering, I had a great time, food was great"
Metro Points Hotel-Washington North,5,"Great value, great staff.",Everybody from the front desk to those that cleaned the room did a fantastic job of making our stay very enjoyable. Thanks to all of them.
Metro Points Hotel-Washington North,3,The rooms are very clean but the area is not safe,Good hotel for the price. Good rooms with nice views-unsafe location that's why there is a shuttle from the hotel to the 15 minute walk subway station. Very Very basic and boring breakfast (eggs-potatoes-waffle-tea-coffee).
Metro Points Hotel-Washington North,5,Good location to DC,Overall very excellent. No negative all positive. I think for the price you can't go wrong. Also it was a quiet atmosphere.
Metro Points Hotel-Washington North,5,excelente!,"Me parecio un excelente hotel, a pesar de estar lejos de Washington es muy facil llegar alli, el shuttle te lleva a la estacion del tren y en 20 minutos estas en el centro de Washington, el personal es muy amable y aunque no todos hablan ingles hacen lo posible por entender y hacerse entender. El senor del shuttle habla espanol y es muy amable. El desayuno es agradable y variado. En general es un hotel recomendado para pasar unos dias, descansar y visitar la ciudad."
Metro Points Hotel-Washington North,2,Location Location Location,Great location Close to where I needed to do business. Service so-so and hotel barely accerptable. I needed hotel accomodations for 3 weeks. If the Metro had been acceptable I would have stayed the entire time. Instead I chose to stay at another hotel in GreenBelt (Holiday Inn) one exit away. Just as great a location and much better service and accomodations. Price was about the same.
Metro Points Hotel-Washington North,3,Good stay,"First on all Sam the shuttle driver was great!!!!! I can not say enough about him. To get to the hotel, you must call for the shuttle to guarantee they will arrive at their schedule times or take a taxi which should cost you 5. We were burned upon arrival with a 10 fee while he stayed on his mobile phone. Turns out the hotel is a quick 3 to 4 minute ride. The hotel is definitely too far to walk and neighborhood between metro and hotel is a bit sketchy with the apartments but the hotel is in a descant and quiet area. The check in staff did not seem too friendly nor helpful when asked about surrounding area. Once we got to know Sam, everything became better. He made sure we got got to metro station which is very convenient on time and inquired when we would return. He was there waiting!!!! Hotel is doing some remodeling but does not effect your stay. Thanks again Sam!!!!!"
Metro Points Hotel-Washington North,5,Great hotel near D.C.,Metro Points Hotel provides wonderful service for a very reasonable price. They even offer a convenient shuttle service to and from the nearest metro station at no extra charge. Every staff member was helpful and pleasant.
Metro Points Hotel-Washington North,2,Mixed,"The hotel was clean, and in good repair for the most part. The internet was sketchy, and did not work for the first night. The availability of wireless being the reason I choose this hotel, this was quite bothersome. It is kind of a ride to DC, though not terrible. The shuttle service picking us up from the train was late despite numerous calls. Some of the customer service was better than others, just depends who you talk to. The surrounding area leaves something to be desired. In the end, it was not terrible, but it was not great either."
Metro Points Hotel-Washington North,5,Great stay. Great value,Booked a room last min under promotion. Came with free breakfast. Nice hotel.
Metro Points Hotel-Washington North,4,Good Buy For last Minute,"I booked this hotel for a last minute New Years stay-cation and it lived up to my expectations, for it to be New Years the staff was really helpful and friendly, and the hotel was filled to capacity but it still didn't seen crowded at all. And the breakfast buffet in the morning definitely came to a rescue from an evening of New Years partying"
Metro Points Hotel-Washington North,4,Great Location Good People..!,Smooth transaction: incredible location (a stone's throw off I-95) REALLY good food at the bistro in the lobby a smoking-hot PuertoRican chick tending bar on my last night that got me utterly destroyed ---thumbs up...!!!Cant wait to come back...!
Metro Points Hotel-Washington North,4,good hotel to stay,Nice hotel with the that price.. Breakfast was served well..
Metro Points Hotel-Washington North,4,Convenient and modern,"Although my stay was just a quick overnight, I was impressed by the looks and convenient location of this hotel."
Metro Points Hotel-Washington North,4,Nice hotel near DC,"The hotel was surprisingly good. Our room was very clean and spacious for 2 people. The bed was extremely comfortable. I especially liked the pillows that they provided. It gave just the right amount of support to my neck to relieve the stress and fatigue after roaming in scorching Washington DC heat on 4th July weekend (100 F). Hotel staff was super helpful. As soon as we checked into our room, within half an hour hotel attendant provided couple of extra towels without requesting. I especially liked this nice gesture because anyone tired of traveling in hot weather will take a nice bath and would need extra towels for early morning next day. Breakfast was average in terms of variety and quality. Neighborhood is definitely not good. There are couple of police cars always in the Hotel campus. So walking to Metro station is out of question. I wish the free hotel shuttle frequency to metro station was like every 10 mins instead of half an hour. It hardly takes 2 mins by shuttle to reach the metro station. But if you miss it (we did miss by couple of mins, while waiting for the elevator to arrive), you have to wait half an hour for next shuttle. All in all it was nice experience. I would definitely stay again."
Metro Points Hotel-Washington North,4,Nice access to Metro,"Nice hotel, terrible area. Loud traffic. Would not stay there again."
Metro Points Hotel-Washington North,3,This Hotel need a lot of work,"It is true that you get what you pay for, the hotel staff was very friendly, but the first issue was with the AC , the hallways are like a oven, they only have 2 window AC units on each end of the hallways, when you come out of your elevator or room it is like you are getting into a sauna, ( very uncomfortable), the water pressure is very poor, it is like you take a shower with a medicine dropper and if somebody flush the toilet the water is gone until the toilet tank stop refilling, the drain in the bath tub was plug, need to call maintenance to fix it, and for last when you check in they tell you that breakfast has one type of meat in a daily basis (bacon or sausage), on my 4 days stay not even one day the meat appeared. I can said this is the worst hotel I stay on the last few years I travel. DO NOT RECOMMEND THIS HOTEL, NOT EVEN FOR THE CHEAP PRICE."
Metro Points Hotel-Washington North,3,OK hotel in the middle of nowhere,"Booked this hotel due to proximity to Fedex Field only to realize it was 40 mins by metro. It would have been better to stay at a nicer hotel in a better area and take the metro from there. When i asked if i could walk back from the metro after the game, reception told me it might be better to run with the watch you're wearing."
Metro Points Hotel-Washington North,5,"Nice hotel, close to many major attractions.","The hotel was very good,I didn't have any problems. The staff was very friendly and helpful."
Metro Points Hotel-Washington North,5,Metro-points 8500 new carlt. MD Great to stay at!!,"Had a wonderful time here, and I will be coming back! The rooms are very nice, it's located perfectly close to everything, and the staff accommodates your needs to the best of their ability!"
Metro Points Hotel-Washington North,1,Avoid this property,"Staff was rude, hotel is dirty, no hot water, questionable neighborhood. Was one of the worst hotels I have visited. The low rate is not low enough. Would not recommend under any circumstance. Pay the extra fifty dollars a night and stay at the Courtyard."
Metro Points Hotel-Washington North,3,Hotel close to neighborhood amenities.,Room was decent for a night's stay. I've stayed in a cleaner room a few weeks earlier. Perhaps the last room was slightly more updated as well. Staff is always so nice and helpful.
Metro Points Hotel-Washington North,5,Nice hotel,"This is the best in that price I've ever had. We stayed in room 807 ,The room was big,clean,and comfortable, everything is good for us."
Metro Points Hotel-Washington North,3,A few hiccups but convenient and acceptable,"We made a reservation for a King room. Upon checkin, we were given a key to a 9th floor room. To our surprise, when we opened the door, it was a room with two beds. Back to the lobby we went to inform the staff and be moved to another room. The next room we were given was on the 5th floor. Upon entering, the tv was on, one of the TWO (again) beds was unmade. Carried all of our luggage back down to the front desk AGAIN to be moved. We were then upgraded to a suite in the seventh floor which satisfied me and made me much less angry. The room was very clean and a great size. When we went to the simon area at night to eat, we stood at the deal for ten minutes while the staff only looked at us. I finally walked over to someone and asked about eating and they informed me they were closing in 3 minutes. Would have been nice if one of the waitresses came over to inform us they were closing instead of just looking at us stand there waiting to be seated."
Metro Points Hotel-Washington North,2,Needs improvement,"Part of hotel was under renovation, it was also noisy. Not a good bargain."
Metro Points Hotel-Washington North,3,Convenient location,"Right off the interstate, over priced for the rooms and their current condition. Rug in the room stained and room smelled moldy. Checked out early...."
Metro Points Hotel-Washington North,1,Not so good,"I was highly disappointed this time around. This is my second time staying at this hotel and I did not like anything about our room. The 1st time we stayed here the room and price was great so we decided to stay again. We wanted a Jacuzzi and we were told in the room description that we would have one, but instead when we got to the room we had a regular jetted tub that did not work at all. We paid double for a room expecting something spectacular and we got nothing. The breakfast was okay, but it was so congested that you really could not enjoy your meal . Unfortunately, we will not be staying at this hotel again."
Metro Points Hotel-Washington North,5,Close to metro,Worked out perfect for our sightseeing in DC.
Metro Points Hotel-Washington North,4,"good hotel, with a resonable price","had some minor problems, but all corrected, and had a comfortable stay."
Metro Points Hotel-Washington North,5,Wonderful place to stay.,Loved this hotel. The staff was wonderful. There was a complimentary shuttle to take you to the subway. We were there to visit Washington which was only a 35 minute ride so we did not have to drive our car. The complimentary breakfast was great with lots of choice.
Metro Points Hotel-Washington North,5,Great Hotel!,It was very nice i enjoyed myself
Metro Points Hotel-Washington North,5,otimo custo beneficio,Adorei! Recomendo a todos! Apesar de nao ficar em Washington fica muito perto o que facilitou muito para conhecermos a capital com um custo de hotel do interior.
Metro Points Hotel-Washington North,4,Nice location!,"Nice location, nice front desk service."
Metro Points Hotel-Washington North,3,Great location,Good location-room nice and near good places to eat.
Metro Points Hotel-Washington North,5,"It was an outstanding hotel,","My experience was wonderful, will look forward to book it again in the future. The room was just what I was expecting for and the staffs were very friendly and attentively."
Metro Points Hotel-Washington North,3,Serves as an overnighter that's it.,I had to change my from because room 610 tub looked like it was painted on the inside. The hotel served it purpose for an overnight stay..No 4 or 5*.overall decent for 1 night.
Metro Points Hotel-Washington North,4,Good Stay!,Good stay!
Metro Points Hotel-Washington North,5,Great for a DC visit,Everyone was great. Very close to the Metro.
Metro Points Hotel-Washington North,5,Very good!,"I was concerned about the location, because of the reviews, but it is a nice area. Far, of course, from the points of interest, but if you want to stay right next to rhe White House you have to pay the price. Very eficient staff, very clean room. I just hated the restaurant. The waitress was very slow, the food was not so bad, but when it finally got to our table it was already cold. I would rather go to McDonald's."
Metro Points Hotel-Washington North,4,Midway between DC Annapolis,Free brkfst is decent. Room is nice and clean and cool. Bed -comfy. Only weird thing about room is they didn't bother with sub flooring under the carpet. Dips and bumps under the carpet.
Metro Points Hotel-Washington North,2,"More of a motel, not hotel!","Our room smelled like cigarette and it was dingy! Thankfully the manager was willing to give us a new room and upgraded to a suite. I think ALL the carpet needs to be replaced in all the rooms. This place should be categorized as a motel, not a hotel. Staff was nice though."
Metro Points Hotel-Washington North,4,Very nice hotel stay,Everything was great. The staff at the front desk were very friendly and made you feel comfortable. Would recommend to anyone and would stay here again when I am in the area.
Metro Points Hotel-Washington North,5,Location,"Needed a good value hotel. This turned out to be perfect. Heavily booked, but it did not affect customer service from the employees I had contact with."
Metro Points Hotel-Washington North,3,Cheap,"Not in the greatest area, but cant complain about the price per night. Hotel has been renovated, but has thin walls and has shaired doors with the rooms next door causing lots of the sounds to come from underneath. The doors are sturdy and solid, but makes a lot of noise when they close. Hotel is very close to the Amtrak and metro station, shuttles arived 10 min late but is available"
